Order,RDKIT_SMILES,SMILES,MHFP,First_Class,Second_Class,docking_score,range of docking_score
1459,CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  87855067 ... 218510692  99703927 151237944],PFAAs,PFCA-ester derivatives,-8.936,6
1460,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[NH4+].[O-]P(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[171249045  71278405  95504826 ...  88808901  43796935 130781908],PFAA precursors,n:2 fluorotelomer-based substances,,18
1461,O=C(/C=C\C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]\C(=C(/[H])C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 14630029 104111782  97181807 ... 257211057 101296679 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,-5.2,9
1462,OCCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,OCCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 505728944  92943922 ...  92201024  73403447  10360726],PFAA precursors,PolyFACs,-8.721,6
1463,FC(F)(F)C(F)(CC1CO1)C(F)(F)F,FC(F)(F)C(F)(CC1CO1)C(F)(F)F,[158937688 115150703 232751249 ...  67219091 151767639 145874996],"Other PFASs, cyclic","others, cyclic",-7.158,7
1464,C=CS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)C=C,[250618452  47751739  17313015 ... 155853978  95211479 151237944],Other PFASs,others,-8.348,6
1465,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C1=CC=CC=C1,[250618452 104111782  23369274 ...  16937123 124409255  29516144],Other PFASs,Aromatic PFASs,-8.63,6
1466,CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,[117127740  20552307  14316170 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,,18
1467,O=P(OCC(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)COP(=O)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,[ 35941647  71278405  95504826 ... 204263015 281920279  46460802],Other PFASs,others,-8.267,6
1468,NC(=O)C(F)(C(F)(F)F)C(F)(F)F,NC(=O)C(F)(C(F)(F)F)C(F)(F)F,[875047720 538809409  11012044 ... 194511214  33380039 261466434],Other PFASs,others,-5.787,9
1469,CCOC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 238524562  14316170 ... 291378977 281920279 137528276],Polyfluoroalkyl acids,PolyFCA derivatives,-7.117,7
1470,CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 87672194 104111782  97181807 ... 171882282  43796935 151237944],PFAA precursors,HFEs,-8.507,6
1471,CCCCCCCCCCCCCCCCCCN1CC(CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC1=O,CCCCCCCCCCCCCCCCCCN1CC(CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC1=O,[ 31180695  33988699  17313015 ... 109005201  59468999 151237944],"PFAA precursors, cyclic","PASF-based substances, cyclic",,18
1472,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 31326544 104111782  97181807 ...  20521944 124409255 151237944],PFAA precursors,PFAK derivatives,-7.165,7
1473,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,[250618452   8492060  32228994 ... 194511214 168362439 151237944],Other PFASs,Amide derivatives,-8.414,6
1474,O=C1OCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1COC(=O)O1,[112897543 104111782  95075485 ... 229832357 281920279  68678548],"PFAA precursors, cyclic","n:2 fluorotelomer-based substances, cyclic",-8.3,6
1475,O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=O,[250618452 104111782  97181807 ... 164897051  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,-8.5,6
1476,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,[191442385 107055568  17313015 ... 224462146 104129879 151237944],PFAAs,PFSA derivatives,-5.984,9
1477,C=C(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,CC(=C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[  1426846  29741236 159473681 ... 186412826 137279543  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,-6.708,8
1478,O=C(Cl)OCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)COC(Cl)=O,[ 35941647  73299756  14323564 ... 380609806 281920279  17448216],Other PFASs,others,-6.004,8
1479,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,[250618452  33988699  97181807 ... 171882282  43796935 151237944],"Other PFASs, cyclic","Si PFASs, cyclic",,18
1480,O=C(N1CCCC1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)N1CCCC1,[250618452   8492060  12560177 ... 194511214 281920279 151237944],"Other PFASs, cyclic","Amide derivatives, cyclic",-7.986,7
1481,OC/C(I)=C/C(F)(C(F)(F)F)C(F)(F)F,OC\C(I)=C\C(F)(C(F)(F)F)C(F)(F)F,[212738030 133157424 161177566 ...  73265823  80526903 261466434],PFAA precursors,PolyFAC derivatives,,18
1482,O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)ON1C(=O)CCC1=O,[250618452  80780619  97181807 ...   8587256  43796935 151237944],"Polyfluoroalkyl acids, cyclic","PolyFCA derivatives, cyclic",-9.152,5
1483,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,CC(COC(=O)C(C)=C)OC(=O)NC1=C(C)C=CC(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,[  1426846  33988699  17313015 ... 136323818 107222071  22160906],Other PFASs,Aromatic PFASs,,18
1484,C=C(C)C(=O)OCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCN(CCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846  33988699  17313015 ... 136323818 138388023  22160906],PFAA precursors,PASF-based substances,-9.691,5
1485,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,[ 78558515 104111782  97181807 ...  52063218  43796935 145874996],"Other PFASs, cyclic","others, cyclic",-9.644,5
1486,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[ 35941647 429712812 107816900 ... 286019159 128847015  46460802],PFAA precursors,PolyFACs,-9.011,5
1487,Cc1c(C(F)(F)C(F)(F)C(F)(F)F)[nH]c2ccccc12,CC1=C(NC2=C1C=CC=C2)C(F)(F)C(F)(F)C(F)(F)F,[ 28342675  39139378  63689098 ... 120433618  63876583  67475700],Other PFASs,Aromatic PFASs,-9.755,5
1488,FC(F)(F)C(F)(c1ccc2[nH]ncc2c1)C(F)(F)F,FC(F)(F)C(F)(C1=CC=C2NN=CC2=C1)C(F)(F)F,[189801595 241782212   6003371 ... 170261770  67104679 168771766],Other PFASs,Aromatic PFASs,-9.96,5
1489,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,[250618452 104111782  97181807 ... 171882282  43796935  24985098],Other PFASs,Polyfluoroalkanes,-8.656,6
1490,O=C1OCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1COC(=O)O1,[112897543 104111782  95075485 ... 171882282  43796935  68678548],"PFAA precursors, cyclic","n:2 fluorotelomer-based substances, cyclic",-8.566,6
1491,COC(=O)CC(O)(O)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CC(O)(O)C(F)(F)C(F)(F)C(F)(F)F,[ 42448365  43084499 107816900 ... 291378977 281920279 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,-7.334,7
1492,Nc1ccncc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NC1=C(C=NC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  15928446  97181807 ...  17799215 111883495 107724166],Other PFASs,Aromatic PFASs,-9.341,5
1493,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...  37687752 281920279 151237944],PFAAs,PFCAs,-9.747,5
1494,O=C(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,FC(=O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,[250618452  21086568 107816900 ...  65408281 126519895 151237944],"PFAA precursors, cyclic","PACFs, cyclic",-7.302,7
1495,CN(CC(=O)O)CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O,[250618452  33988699  97181807 ... 171882282  43796935 110011752],PFAA precursors,n:2 fluorotelomer-based substances,-10.903,4
1496,CC[N+](C)(CC)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[I-].CC[N+](C)(CC)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[187923589  33988699  17313015 ...  88808901  53184391 151237944],Other PFASs,others,-7.94,7
1497,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065  97181807 ... 200578621  14046279 151237944],PFAA precursors,SFAenes,-7.128,7
1498,CCCC(O)C(F)(F)C(F)(F)C(F)(F)F,CCCC(O)C(F)(F)C(F)(F)C(F)(F)F,[   109146 245019154 107816900 ... 359035938 206425591 151237944],Other PFASs,others,-7.672,7
1499,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[167874016  18520909  11781626 ... 174789374  78885079 151237944],PFAA precursors,PFAK derivatives,-8.168,6
1500,FC(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(C(F)(F)F)OC(F)(C(F)(F)F)C1(F)C(F)(F)F,FC(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(OC(F)(C(F)(F)F)C1(F)C(F)(F)F)C(F)(F)F,[   853465  75884555  16941419 ... 340983505 121247463  11386548],"PFAA precursors, cyclic","HFEs, cyclic",-8.232,6
1501,C[N+](C)(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[I-].[H]N(CCC[N+](C)(C)C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589  33988699  17313015 ... 171882282  43796935  27743636],Other PFASs,others,-9.086,5
1502,CCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 13334358 104111782  14316170 ... 576445967  40828727 139260340],PFAA precursors,PolyFEACs,-8.317,6
1503,O=S(=O)(OC1=CCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC1=CCCCC1,[250618452 107055568  17313015 ...  25029786 107222071  29302852],"PFAAs, cyclic","PFSA derivatives, cyclic",-8.574,6
1504,FC(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)n[nH]1,FC(F)(F)C(F)(F)C(F)(F)C1=CC(=NN1)C1=CC=CC=C1,[ 25773932  63188364 107816900 ... 194445692  63876583  12312326],Other PFASs,Aromatic PFASs,-9.783,5
1505,C[N+](C)(CCO)CCCN(CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[OH-].[Na+].C[N+](C)(CCO)CCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 26283414  33988699  17313015 ...   3633108 138388023   5587662],PFAA precursors,PASF-based substances,-6.111,8
1506,FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(P(c2ccccc2)c2ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(CC1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=C(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F,[250618452 111577034  92943922 ...  92201024 281920279  93860188],Other PFASs,Aromatic PFASs,,18
1507,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 137369255 107816900 ...  88808901  43796935  10360726],PFAA precursors,PolyFACs,-10.11,4
1508,O=[N+]([O-])c1ccc2nc(C(F)(F)C(F)(F)C(F)(F)F)[nH]c2c1,[O-][N+](=O)C1=CC=C2N=C(NC2=C1)C(F)(F)C(F)(F)C(F)(F)F,[  7060930  99698024  36708823 ... 144813810  72176439 107724166],Other PFASs,Aromatic PFASs,-8.463,6
1509,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[NH4+].[O-]P(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[171249045  71278405  95504826 ...  88808901  43796935 130781908],PFAA precursors,n:2 fluorotelomer-based substances,,18
1510,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,[ 19469312  85244370  97181807 ... 291378977 281920279  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,-8.574,6
1511,Cc1[nH]nc(C(F)(F)C(F)(F)C(F)(F)F)c1[N+](=O)[O-],CC1=C(C(=NN1)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,[  7060930 520894414  72807929 ...  99595631  19048775  49490820],Other PFASs,Aromatic PFASs,-7.6,7
1512,C=CC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C=C)C(F)(F)F,[   853465  90791381 107816900 ... 280635931  23638503  71007262],Other PFASs,Polyfluoroalkyl ethers and derivatives,-6.572,8
1513,CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)CC,CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)CC,[ 52793636  34348060  17313015 ...  83238084 103589479  11852866],Other PFASs,Aromatic PFASs,-8.768,6
1514,FC(F)(F)C(F)(F)C(F)(F)C(CC1CO1)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(CC1CO1)(C(F)(F)F)C(F)(F)F,[250618452  52823354  92943922 ...  67219091 281920279 145874996],"Other PFASs, cyclic","others, cyclic",-7.967,7
1515,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,,18
1516,O=C(CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CC(=O)C1=CC=CC=C1,[179419468  49018156  17313015 ... 215679073 107222071  29302852],Other PFASs,Aromatic PFASs,-8.462,6
1517,FC(F)(F)C(F)(F)C(F)(F)c1cc[nH]n1,FC(F)(F)C(F)(F)C(F)(F)C1=NNC=C1,[133879928 117910226  81665571 ...  15990327 281920279 151237944],Other PFASs,Aromatic PFASs,-7.749,7
1518,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279 151237944],PFAA precursors,SFAs,-7.637,7
1519,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,[186799769  58869667 107816900 ...  88808901 153496343  15587864],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",-8.158,6
1520,FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  12884121 ... 212683906  23638503  71007262],PFAA precursors,HFEs,,18
1521,COc1c2c(c(OC)c3occc13)OC(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC2=O,COC1=C2OC=CC2=C(OC)C2=C1OC(O)(CC2=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 42448365  43084499  28124654 ...  44438216 226660855 151237944],Other PFASs,Aromatic PFASs,-9.341,5
1522,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,[ 19469312  85244370  18439196 ...  15279529  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,-9.282,5
1523,COC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 101696305 107816900 ...   1185987  62452311 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,-6.906,8
1524,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  17313015 ...   1243262 138388023  10360726],PFAA precursors,PASF-based substances,-9.406,5
1525,OCCCCCCC(F)(C(F)(F)F)C(F)(F)F,OCCCCCCC(F)(C(F)(F)F)C(F)(F)F,[275058003 339822101 232751249 ... 200578621 422801479  10360726],PFAA precursors,PolyFACs,-8.611,6
1526,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 31326544 104111782  97181807 ...  20521944  43796935 151237944],PFAA precursors,PFAK derivatives,-8.562,6
1527,CC(C#N)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C#N,[192331950  37805286  97181807 ... 171882282  43796935  78133970],Other PFASs,others,-8.538,6
1528,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,,18
1529,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1cccc(Br)c1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC=CC(Br)=C1,[250618452 104111782  84382633 ... 171882282  43796935  93860188],Other PFASs,Aromatic PFASs,-10.273,4
1530,NC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,NC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,[   853465   9635651  20760171 ... 194511214  69108455 151237944],Other PFASs,Amide derivatives,-7.247,7
